"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-09","27","43","15"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-10","28","37","21"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-11","27","48","13"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-12","31","46","19"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-13","36","55","22"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-14","40","56","27"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-15","40","45","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-16","45","60","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-17","44","54","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-18","44","62","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-19","46","63","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-20","50","72","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-21","49","66","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-22","43","50","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-23","40","48","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-24","40","48","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-25","38","41","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-26","37","47","29"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-27","39","53","28"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-28","43","55","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-29","36","43","29"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-30","38","47","28"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-03-31","36","45","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-01","37","44","29"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-02","39","48","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-03","38","47","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-04","44","56","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-05","45","60","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-06","49","68","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-07","56","73","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-08","47","54","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-09","49","60","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-10","46","54","39"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-11","49","58","43"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-12","50","62","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-13","50","60","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-14","42","48","33"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-15","43","54","38"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-16","49","61","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-17","51","64","33"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-18","52","66","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-19","56","76","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-20","61","80","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-21","64","85","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-22","65","80","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-23","51","60","43"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-24","45","57","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-25","47","59","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-26","46","59","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-27","49","63","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-28","47","56","39"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-29","44","56","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-04-30","45","57","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-01","47","59","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-02","49","60","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-03","49","58","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-04","47","61","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-05","55","66","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-06","53","66","45"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-07","50","57","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-08","48","61","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-09","52","68","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-10","55","72","38"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-11","57","72","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-12","48","57","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-13","48","61","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-14","54","64","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-15","54","70","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-16","60","79","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-17","67","91","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-18","71","94","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-19","68","83","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-20","56","70","43"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-21","58","81","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-22","66","85","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-23","68","86","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-24","67","80","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-25","65","81","48"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-26","65","83","47"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-27","67","85","47"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-28","71","93","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-29","73","92","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-30","76","90","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-05-31","71","88","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-01","68","80","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-02","63","74","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-03","70","86","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-04","69","85","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-05","60","70","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-06","58","71","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-07","61","74","51"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-08","62","73","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-09","63","77","48"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-10","62","70","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-11","62","75","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-12","63","75","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-13","61","74","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-14","59","74","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-15","61","75","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-16","67","82","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-17","64","75","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-18","65","78","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-19","62","78","51"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-20","62","76","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-21","57","68","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-22","56","69","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-23","63","83","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-24","73","95","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-25","73","88","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-26","69","82","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-27","66","85","47"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-28","72","94","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-29","75","94","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-06-30","74","91","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-01","74","93","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-02","74","97","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-03","74","94","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-04","75","93","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-05","76","95","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-06","71","84","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-07","67","82","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-08","67","77","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-09","64","81","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-10","73","94","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-11","75","95","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-12","71","90","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-13","65","77","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-14","68","87","48"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-15","73","96","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-16","77","103","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-17","80","102","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-18","83","106","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-19","81","96","66"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-20","75","96","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-21","79","100","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-22","82","106","61"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-23","79","97","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-24","79","97","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-25","80","100","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-26","79","94","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-27","77","91","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-28","80","94","65"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-29","78","92","61"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-30","76","93","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-07-31","78","99","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-01","80","101","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-02","81","103","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-03","85","98","69"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-04","82","100","66"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-05","80","95","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-06","63","69","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-07","55","60","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-08","61","74","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-09","67","86","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-10","72","94","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-11","76","99","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-12","74","90","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-13","70","86","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-14","63","72","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-15","60","73","45"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-16","65","79","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-17","66","81","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-18","69","85","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-19","75","93","56"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-20","78","103","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-21","80","99","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-22","78","96","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-23","72","84","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-24","71","90","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-25","74","94","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-26","76","98","56"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-27","78","102","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-28","80","103","62"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-29","76","91","65"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-30","67","82","58"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-08-31","71","89","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-01","74","95","56"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-02","74","97","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-03","76","96","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-04","74","94","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-05","75","94","60"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-06","67","80","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-07","58","73","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-08","59","79","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-09","65","89","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-10","71","92","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-11","71","93","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-12","71","93","52"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-13","72","92","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-14","71","83","59"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-15","70","86","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-16","73","92","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-17","71","88","57"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-18","70","91","53"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-19","71","88","55"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-20","61","70","51"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-21","58","75","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-22","63","83","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-23","67","90","48"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-24","68","91","51"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-25","71","93","54"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-26","67","88","50"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-27","63","84","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-28","65","90","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-29","59","69","48"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-09-30","46","54","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-01","44","60","30"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-02","47","65","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-03","43","52","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-04","40","45","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-05","42","50","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-06","44","56","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-07","45","60","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-08","46","59","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-09","44","57","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-10","38","47","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-11","40","50","33"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-12","45","59","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-13","51","64","40"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-14","57","65","49"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-15","55","68","47"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-16","54","75","43"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-17","59","79","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-18","58","70","46"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-19","53","61","43"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-20","48","60","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-21","46","57","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-22","51","63","42"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-23","52","65","44"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-24","49","56","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-25","42","55","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-26","48","60","41"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-27","39","45","33"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-28","38","47","29"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-29","33","39","27"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-30","43","56","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-10-31","46","57","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-01","44","57","36"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-02","42","57","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-03","41","59","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-04","44","60","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-05","45","59","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-06","45","51","37"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-07","42","54","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-08","40","57","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-09","43","62","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-10","47","60","39"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-11","43","49","38"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-12","37","42","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-13","34","42","27"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-14","31","38","25"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-15","30","42","20"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-16","37","55","26"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-17","44","64","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-18","39","49","30"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-19","36","54","26"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-20","44","57","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-21","37","44","30"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-22","35","42","30"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-23","31","42","22"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-24","31","44","23"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-25","32","48","23"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-26","34","46","26"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-27","36","41","34"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-28","38","50","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-29","32","44","25"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-11-30","33","47","24"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-01","33","46","25"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-02","27","37","20"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-03","23","35","14"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-04","25","41","18"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-05","24","34","16"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-06","21","31","14"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-07","17","23","10"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-08","10","21","2"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-09","9","21","1"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-10","11","29","1"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-11","14","25","4"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-12","27","32","20"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-13","30","36","24"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-14","29","42","24"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-15","32","36","27"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-16","35","38","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-17","35","44","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-18","35","48","30"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-19","34","38","31"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-20","36","41","32"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-21","37","40","35"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-22","32","37","24"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-23","25","35","17"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-24","22","33","15"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-25","21","31","14"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-26","22","32","17"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-27","22","31","14"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-28","27","33","22"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-29","28","35","22"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-30","31","38","28"
"USR0000ILUC","LUCKY PEAK IDAHO, ID US","2009-12-31","31","39","25"
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-01-29",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-01-30",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-01-31",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-01",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-02",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-03",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-04",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-05",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-06",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-07",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-08",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-09",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-10",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-11",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-12",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-13",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-14",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-15",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-16",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-17",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-18",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-19",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-20",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-21",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-22",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-23",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-24",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-25",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-26",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-27",,,
"US1IDAD0007","KUNA 1.5 SSE, ID US","2009-02-28",,,
