"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00101017","BOISE 7 N, ID US","2002-11-03",,"42","20"
"USC00101017","BOISE 7 N, ID US","2002-11-04",,"44","20"
"USC00101017","BOISE 7 N, ID US","2002-11-05",,"45","22"
"USC00101017","BOISE 7 N, ID US","2002-11-06",,"60","27"
"USC00101017","BOISE 7 N, ID US","2002-11-07",,"62","44"
"USC00101017","BOISE 7 N, ID US","2002-11-08",,"58","40"
"USC00101017","BOISE 7 N, ID US","2002-11-09",,"45","38"
"USC00101017","BOISE 7 N, ID US","2002-11-10",,"46","33"
"USC00101017","BOISE 7 N, ID US","2002-11-11",,"48","37"
"USC00101017","BOISE 7 N, ID US","2002-11-12",,"52","40"
"USC00101017","BOISE 7 N, ID US","2002-11-13",,"51","37"
"USC00101017","BOISE 7 N, ID US","2002-11-14",,"49","37"
"USC00101017","BOISE 7 N, ID US","2002-11-15",,"51","32"
"USC00101017","BOISE 7 N, ID US","2002-11-16",,"55","37"
"USC00101017","BOISE 7 N, ID US","2002-11-17",,"54","35"
"USC00101017","BOISE 7 N, ID US","2002-11-18",,"48","32"
"USC00101017","BOISE 7 N, ID US","2002-11-19",,"53","38"
"USC00101017","BOISE 7 N, ID US","2002-11-20",,"56","36"
"USC00101017","BOISE 7 N, ID US","2002-11-21",,"58","35"
"USC00101017","BOISE 7 N, ID US","2002-11-22",,"52","39"
"USC00101017","BOISE 7 N, ID US","2002-11-23",,"52","36"
"USC00101017","BOISE 7 N, ID US","2002-11-24",,"43","29"
"USC00101017","BOISE 7 N, ID US","2002-11-25",,"44","22"
"USC00101017","BOISE 7 N, ID US","2002-11-26",,"41","23"
"USC00101017","BOISE 7 N, ID US","2002-11-27",,"41","23"
"USC00101017","BOISE 7 N, ID US","2002-11-28",,"44","27"
"USC00101017","BOISE 7 N, ID US","2002-11-29",,"45","29"
"USC00101017","BOISE 7 N, ID US","2002-11-30",,"46","28"
"USC00101017","BOISE 7 N, ID US","2002-12-01",,"48","28"
"USC00101017","BOISE 7 N, ID US","2002-12-02",,"45","28"
"USC00101017","BOISE 7 N, ID US","2002-12-03",,"43","26"
"USC00101017","BOISE 7 N, ID US","2002-12-04",,"44","28"
"USC00101017","BOISE 7 N, ID US","2002-12-05",,"36","35"
"USC00101017","BOISE 7 N, ID US","2002-12-06",,"40","28"
"USC00101017","BOISE 7 N, ID US","2002-12-07",,"40","24"
"USC00101017","BOISE 7 N, ID US","2002-12-08",,"32","19"
"USC00101017","BOISE 7 N, ID US","2002-12-09",,"32","19"
"USC00101017","BOISE 7 N, ID US","2002-12-10",,"43","26"
"USC00101017","BOISE 7 N, ID US","2002-12-11",,"40","35"
"USC00101017","BOISE 7 N, ID US","2002-12-12",,"51","35"
"USC00101017","BOISE 7 N, ID US","2002-12-13",,"51","44"
"USC00101017","BOISE 7 N, ID US","2002-12-14",,"56","46"
"USC00101017","BOISE 7 N, ID US","2002-12-15",,"56","40"
"USC00101017","BOISE 7 N, ID US","2002-12-16",,"50","38"
"USC00101017","BOISE 7 N, ID US","2002-12-17",,"40","31"
"USC00101017","BOISE 7 N, ID US","2002-12-18",,"37","26"
"USC00101017","BOISE 7 N, ID US","2002-12-19",,"39","29"
"USC00101017","BOISE 7 N, ID US","2002-12-20",,"40","31"
"USC00101017","BOISE 7 N, ID US","2002-12-21",,"38","32"
"USC00101017","BOISE 7 N, ID US","2002-12-22",,"35","28"
"USC00101017","BOISE 7 N, ID US","2002-12-23",,"32","28"
"USC00101017","BOISE 7 N, ID US","2002-12-24",,"30","24"
"USC00101017","BOISE 7 N, ID US","2002-12-25",,"32","22"
"USC00101017","BOISE 7 N, ID US","2002-12-26",,"39","21"
"USC00101017","BOISE 7 N, ID US","2002-12-27",,"48","34"
"USC00101017","BOISE 7 N, ID US","2002-12-28",,"53","47"
"USC00101017","BOISE 7 N, ID US","2002-12-29",,"50","28"
"USC00101017","BOISE 7 N, ID US","2002-12-30",,"36","25"
"USC00101017","BOISE 7 N, ID US","2002-12-31",,"43","34"
"USC00101017","BOISE 7 N, ID US","2003-01-01",,"40","25"
"USC00101017","BOISE 7 N, ID US","2003-01-02",,"47","35"
"USC00101017","BOISE 7 N, ID US","2003-01-03",,"52","35"
"USC00101017","BOISE 7 N, ID US","2003-01-04",,"55","35"
"USC00101017","BOISE 7 N, ID US","2003-01-05",,"49","31"
"USC00101017","BOISE 7 N, ID US","2003-01-06",,"43","29"
"USC00101017","BOISE 7 N, ID US","2003-01-07",,"39","25"
"USC00101017","BOISE 7 N, ID US","2003-01-08",,"37","25"
"USC00101017","BOISE 7 N, ID US","2003-01-09",,"34","23"
"USC00101017","BOISE 7 N, ID US","2003-01-10",,"35","25"
"USC00101017","BOISE 7 N, ID US","2003-01-11",,"39","30"
"USC00101017","BOISE 7 N, ID US","2003-01-12",,"48","32"
"USC00101017","BOISE 7 N, ID US","2003-01-13",,"52","42"
"USC00101017","BOISE 7 N, ID US","2003-01-14",,"48","36"
"USC00101017","BOISE 7 N, ID US","2003-01-15",,"41","27"
"USC00101017","BOISE 7 N, ID US","2003-01-16",,"40","29"
"USC00101017","BOISE 7 N, ID US","2003-01-17",,"38","27"
"USC00101017","BOISE 7 N, ID US","2003-01-18",,"32","27"
"USC00101017","BOISE 7 N, ID US","2003-01-19",,"31","27"
"USC00101017","BOISE 7 N, ID US","2003-01-20",,"31","27"
"USC00101017","BOISE 7 N, ID US","2003-01-21",,"39","26"
"USC00101017","BOISE 7 N, ID US","2003-01-22",,"47","27"
"USC00101017","BOISE 7 N, ID US","2003-01-23",,"51","35"
"USC00101017","BOISE 7 N, ID US","2003-01-24",,"46","33"
"USC00101017","BOISE 7 N, ID US","2003-01-25",,"45","38"
"USC00101017","BOISE 7 N, ID US","2003-01-26",,"53","43"
"USC00101017","BOISE 7 N, ID US","2003-01-27",,"52","36"
"USC00101017","BOISE 7 N, ID US","2003-01-28",,"45","32"
"USC00101017","BOISE 7 N, ID US","2003-01-29",,"46","33"
"USC00101017","BOISE 7 N, ID US","2003-01-30",,"50","38"
"USC00101017","BOISE 7 N, ID US","2003-01-31",,"60","48"
"USC00101017","BOISE 7 N, ID US","2003-02-01",,"58","35"
"USC00101017","BOISE 7 N, ID US","2003-02-02",,"42","30"
"USC00101017","BOISE 7 N, ID US","2003-02-03",,"39","31"
"USC00101017","BOISE 7 N, ID US","2003-02-04",,"38","25"
"USC00101017","BOISE 7 N, ID US","2003-02-05",,"38","20"
"USC00101017","BOISE 7 N, ID US","2003-02-06",,"36","20"
"USC00101017","BOISE 7 N, ID US","2003-02-07",,"35","20"
"USC00101017","BOISE 7 N, ID US","2003-02-08",,"35","21"
"USC00101017","BOISE 7 N, ID US","2003-02-09",,"42","21"
"USC00101017","BOISE 7 N, ID US","2003-02-10",,"45","29"
"USC00101017","BOISE 7 N, ID US","2003-02-11",,"49","26"
"USC00101017","BOISE 7 N, ID US","2003-02-12",,"47","28"
"USC00101017","BOISE 7 N, ID US","2003-02-13",,"44","34"
"USC00101017","BOISE 7 N, ID US","2003-02-14",,"45","34"
"USC00101017","BOISE 7 N, ID US","2003-02-15",,"53","34"
"USC00101017","BOISE 7 N, ID US","2003-02-16",,"50","36"
"USC00101017","BOISE 7 N, ID US","2003-02-17",,"44","35"
"USC00101017","BOISE 7 N, ID US","2003-02-18",,"41","30"
"USC00101017","BOISE 7 N, ID US","2003-02-19",,"44","28"
"USC00101017","BOISE 7 N, ID US","2003-02-20",,"42","33"
"USC00101017","BOISE 7 N, ID US","2003-02-21",,"46","33"
"USC00101017","BOISE 7 N, ID US","2003-02-22",,"46","31"
"USC00101017","BOISE 7 N, ID US","2003-02-23",,"41","27"
"USC00101017","BOISE 7 N, ID US","2003-02-24",,"33","15"
"USC00101017","BOISE 7 N, ID US","2003-02-25",,"36","19"
"USC00101017","BOISE 7 N, ID US","2003-02-26",,"41","22"
"USC00101017","BOISE 7 N, ID US","2003-02-27",,"42","24"
"USC00101017","BOISE 7 N, ID US","2003-02-28",,"42","20"
"USC00101017","BOISE 7 N, ID US","2003-03-01",,"42","23"
"USC00101017","BOISE 7 N, ID US","2003-03-02",,"47","25"
"USC00101017","BOISE 7 N, ID US","2003-03-03",,"45","30"
"USC00101017","BOISE 7 N, ID US","2003-03-04",,,
"USC00101017","BOISE 7 N, ID US","2003-03-05",,"44","30"
"USC00101017","BOISE 7 N, ID US","2003-03-06",,"48","38"
"USC00101017","BOISE 7 N, ID US","2003-03-07",,"48","34"
"USC00101017","BOISE 7 N, ID US","2003-03-08",,"51","43"
"USC00101017","BOISE 7 N, ID US","2003-03-09",,"51","42"
"USC00101017","BOISE 7 N, ID US","2003-03-10",,"56","42"
"USC00101017","BOISE 7 N, ID US","2003-03-11",,"58","40"
"USC00101017","BOISE 7 N, ID US","2003-03-12",,"63","45"
"USC00101017","BOISE 7 N, ID US","2003-03-13",,"66","56"
"USC00101017","BOISE 7 N, ID US","2003-03-14",,"68","47"
"USC00101017","BOISE 7 N, ID US","2003-03-15",,"57","42"
"USC00101017","BOISE 7 N, ID US","2003-03-16",,"51","36"
"USC00101017","BOISE 7 N, ID US","2003-03-17",,"55","31"
"USC00101017","BOISE 7 N, ID US","2003-03-18",,"52","33"
"USC00101017","BOISE 7 N, ID US","2003-03-19",,"56","31"
"USC00101017","BOISE 7 N, ID US","2003-03-20",,"56","35"
"USC00101017","BOISE 7 N, ID US","2003-03-21",,"50","36"
"USC00101017","BOISE 7 N, ID US","2003-03-22",,"53","46"
"USC00101017","BOISE 7 N, ID US","2003-03-23",,"47","32"
"USC00101017","BOISE 7 N, ID US","2003-03-24",,"47","28"
"USC00101017","BOISE 7 N, ID US","2003-03-25",,"46","33"
"USC00101017","BOISE 7 N, ID US","2003-03-26",,"46","34"
"USC00101017","BOISE 7 N, ID US","2003-03-27",,"44","27"
"USC00101017","BOISE 7 N, ID US","2003-03-28",,"47","26"
"USC00101017","BOISE 7 N, ID US","2003-03-29",,"54","31"
"USC00101017","BOISE 7 N, ID US","2003-03-30",,"67","36"
"USC00101017","BOISE 7 N, ID US","2003-03-31",,"67","55"
"USC00101017","BOISE 7 N, ID US","2003-04-01",,"62","40"
"USC00101017","BOISE 7 N, ID US","2003-04-02",,"43","33"
"USC00101017","BOISE 7 N, ID US","2003-04-03",,"43","29"
"USC00101017","BOISE 7 N, ID US","2003-04-04",,"47","30"
"USC00101017","BOISE 7 N, ID US","2003-04-05",,"44","31"
"USC00101017","BOISE 7 N, ID US","2003-04-06",,"41","30"
"USC00101017","BOISE 7 N, ID US","2003-04-07",,"51","27"
"USC00101017","BOISE 7 N, ID US","2003-04-08",,"65","41"
"USC00101017","BOISE 7 N, ID US","2003-04-09",,"66","41"
"USC00101017","BOISE 7 N, ID US","2003-04-10",,"70","46"
"USC00101017","BOISE 7 N, ID US","2003-04-11",,"64","47"
"USC00101017","BOISE 7 N, ID US","2003-04-12",,"63","46"
"USC00101017","BOISE 7 N, ID US","2003-04-13",,"63","40"
"USC00101017","BOISE 7 N, ID US","2003-04-14",,"48","39"
"USC00101017","BOISE 7 N, ID US","2003-04-15",,"53","31"
"USC00101017","BOISE 7 N, ID US","2003-04-16",,"55","37"
"USC00101017","BOISE 7 N, ID US","2003-04-17",,"55","36"
"USC00101017","BOISE 7 N, ID US","2003-04-18",,"51","29"
"USC00101017","BOISE 7 N, ID US","2003-04-19",,"56","27"
"USC00101017","BOISE 7 N, ID US","2003-04-20",,"68","42"
"USC00101017","BOISE 7 N, ID US","2003-04-21",,"62","49"
"USC00101017","BOISE 7 N, ID US","2003-04-22",,"59","41"
"USC00101017","BOISE 7 N, ID US","2003-04-23",,"59","39"
"USC00101017","BOISE 7 N, ID US","2003-04-24",,"62","39"
"USC00101017","BOISE 7 N, ID US","2003-04-25",,"53","38"
"USC00101017","BOISE 7 N, ID US","2003-04-26",,"48","33"
"USC00101017","BOISE 7 N, ID US","2003-04-27",,"56","30"
"USC00101017","BOISE 7 N, ID US","2003-04-28",,"58","36"
"USC00101017","BOISE 7 N, ID US","2003-04-29",,"54","36"
"USC00101017","BOISE 7 N, ID US","2003-04-30",,"49","36"
"USC00101017","BOISE 7 N, ID US","2003-05-01",,"58","37"
"USC00101017","BOISE 7 N, ID US","2003-05-02",,"66","40"
"USC00101017","BOISE 7 N, ID US","2003-05-03",,"56","45"
"USC00101017","BOISE 7 N, ID US","2003-05-04",,"50","37"
"USC00101017","BOISE 7 N, ID US","2003-05-05",,"51","35"
"USC00101017","BOISE 7 N, ID US","2003-05-06",,"55","31"
"USC00101017","BOISE 7 N, ID US","2003-05-07",,"53","37"
"USC00101017","BOISE 7 N, ID US","2003-05-08",,"57","33"
"USC00101017","BOISE 7 N, ID US","2003-05-09",,"52","40"
"USC00101017","BOISE 7 N, ID US","2003-05-10",,"60","35"
"USC00101017","BOISE 7 N, ID US","2003-05-11",,"58","42"
"USC00101017","BOISE 7 N, ID US","2003-05-12",,"57","45"
"USC00101017","BOISE 7 N, ID US","2003-05-13",,"66","37"
"USC00101017","BOISE 7 N, ID US","2003-05-14",,"76","46"
"USC00101017","BOISE 7 N, ID US","2003-05-15",,"69","46"
"USC00101017","BOISE 7 N, ID US","2003-05-16",,"56","35"
"USC00101017","BOISE 7 N, ID US","2003-05-17",,"52","30"
"USC00101017","BOISE 7 N, ID US","2003-05-18",,"52","27"
"USC00101017","BOISE 7 N, ID US","2003-05-19",,"61","27"
"USC00101017","BOISE 7 N, ID US","2003-05-20",,"68","39"
"USC00101017","BOISE 7 N, ID US","2003-05-21",,"73","43"
"USC00101017","BOISE 7 N, ID US","2003-05-22",,"81","47"
"USC00101017","BOISE 7 N, ID US","2003-05-23",,"86","49"
"USC00101017","BOISE 7 N, ID US","2003-05-24",,"90","58"
"USC00101017","BOISE 7 N, ID US","2003-05-25",,"76","55"
"USC00101017","BOISE 7 N, ID US","2003-05-26",,"75","52"
"USC00101017","BOISE 7 N, ID US","2003-05-27",,"83","52"
"USC00101017","BOISE 7 N, ID US","2003-05-28",,"93","56"
"USC00101017","BOISE 7 N, ID US","2003-05-29",,"90","54"
"USC00101017","BOISE 7 N, ID US","2003-05-30",,"80","57"
"USC00101017","BOISE 7 N, ID US","2003-05-31",,"74","48"
"USC00101017","BOISE 7 N, ID US","2003-06-01",,"73","45"
"USC00101017","BOISE 7 N, ID US","2003-06-02",,"73","46"
"USC00101017","BOISE 7 N, ID US","2003-06-03",,"74","42"
"USC00101017","BOISE 7 N, ID US","2003-06-04",,"75","46"
"USC00101017","BOISE 7 N, ID US","2003-06-05",,"79","46"
"USC00101017","BOISE 7 N, ID US","2003-06-06",,"82","50"
"USC00101017","BOISE 7 N, ID US","2003-06-07",,"78","44"
"USC00101017","BOISE 7 N, ID US","2003-06-08",,"86","52"
"USC00101017","BOISE 7 N, ID US","2003-06-09",,"80","49"
"USC00101017","BOISE 7 N, ID US","2003-06-10",,"79","47"
"USC00101017","BOISE 7 N, ID US","2003-06-11",,"75","42"
"USC00101017","BOISE 7 N, ID US","2003-06-12",,"81","45"
"USC00101017","BOISE 7 N, ID US","2003-06-13",,"81","56"
"USC00101017","BOISE 7 N, ID US","2003-06-14",,"80","48"
"USC00101017","BOISE 7 N, ID US","2003-06-15",,"84","49"
"USC00101017","BOISE 7 N, ID US","2003-06-16",,"85","50"
"USC00101017","BOISE 7 N, ID US","2003-06-17",,"89","55"
"USC00101017","BOISE 7 N, ID US","2003-06-18",,"96","68"
"USC00101017","BOISE 7 N, ID US","2003-06-19",,"79","55"
"USC00101017","BOISE 7 N, ID US","2003-06-20",,"65","53"
"USC00101017","BOISE 7 N, ID US","2003-06-21",,"65","37"
"USC00101017","BOISE 7 N, ID US","2003-06-22",,"62","36"
"USC00101017","BOISE 7 N, ID US","2003-06-23",,"72","37"
"USC00101017","BOISE 7 N, ID US","2003-06-24",,"75","40"
"USC00101017","BOISE 7 N, ID US","2003-06-25",,"77","45"
"USC00101017","BOISE 7 N, ID US","2003-06-26",,"81","51"
"USC00101017","BOISE 7 N, ID US","2003-06-27",,"85","52"
"USC00101017","BOISE 7 N, ID US","2003-06-28",,"86","53"
"USC00101017","BOISE 7 N, ID US","2003-06-29",,"97","56"
"USC00101017","BOISE 7 N, ID US","2003-06-30",,"87","58"
"USC00101017","BOISE 7 N, ID US","2003-07-01",,"85","51"
"USC00101017","BOISE 7 N, ID US","2003-07-02",,"82","49"
"USC00101017","BOISE 7 N, ID US","2003-07-03",,"84","51"
"USC00101017","BOISE 7 N, ID US","2003-07-04",,"86","51"
"USC00101017","BOISE 7 N, ID US","2003-07-05",,"85","55"
"USC00101017","BOISE 7 N, ID US","2003-07-06",,"85","55"
"USC00101017","BOISE 7 N, ID US","2003-07-07",,"91","58"
"USC00101017","BOISE 7 N, ID US","2003-07-08",,"84","54"
"USC00101017","BOISE 7 N, ID US","2003-07-09",,"91","58"
"USC00101017","BOISE 7 N, ID US","2003-07-10",,"97","63"
"USC00101017","BOISE 7 N, ID US","2003-07-11",,"95","62"
"USC00101017","BOISE 7 N, ID US","2003-07-12",,"96","66"
"USC00101017","BOISE 7 N, ID US","2003-07-13",,"85","57"
"USC00101017","BOISE 7 N, ID US","2003-07-14",,"87","56"
"USC00101017","BOISE 7 N, ID US","2003-07-15",,"96","62"
"USC00101017","BOISE 7 N, ID US","2003-07-16",,"95","62"
"USC00101017","BOISE 7 N, ID US","2003-07-17",,"97","64"
"USC00101017","BOISE 7 N, ID US","2003-07-18",,"100","67"
"USC00101017","BOISE 7 N, ID US","2003-07-19",,"100","69"
"USC00101017","BOISE 7 N, ID US","2003-07-20",,"99","67"
"USC00101017","BOISE 7 N, ID US","2003-07-21",,"98","63"
"USC00101017","BOISE 7 N, ID US","2003-07-22",,"103","68"
"USC00101017","BOISE 7 N, ID US","2003-07-23",,"104","73"
"USC00101017","BOISE 7 N, ID US","2003-07-24",,"95","78"
"USC00101017","BOISE 7 N, ID US","2003-07-25",,"88","64"
"USC00101017","BOISE 7 N, ID US","2003-07-26",,"88","63"
"USC00101017","BOISE 7 N, ID US","2003-07-27",,"90","58"
"USC00101017","BOISE 7 N, ID US","2003-07-28",,"95","65"
"USC00101017","BOISE 7 N, ID US","2003-07-29",,"97","68"
"USC00101017","BOISE 7 N, ID US","2003-07-30",,"101","68"
"USC00101017","BOISE 7 N, ID US","2003-07-31",,"96","64"
"USC00101017","BOISE 7 N, ID US","2003-08-01",,"97","66"
"USC00101017","BOISE 7 N, ID US","2003-08-02",,"88","70"
"USC00101017","BOISE 7 N, ID US","2003-08-03",,"77","62"
"USC00101017","BOISE 7 N, ID US","2003-08-04",,"87","59"
"USC00101017","BOISE 7 N, ID US","2003-08-05",,"92","64"
"USC00101017","BOISE 7 N, ID US","2003-08-06",,"87","55"
"USC00101017","BOISE 7 N, ID US","2003-08-07",,"86","60"
"USC00101017","BOISE 7 N, ID US","2003-08-08",,"89","64"
"USC00101017","BOISE 7 N, ID US","2003-08-09",,"93","62"
"USC00101017","BOISE 7 N, ID US","2003-08-10",,"94","64"
"USC00101017","BOISE 7 N, ID US","2003-08-11",,"90","67"
"USC00101017","BOISE 7 N, ID US","2003-08-12",,"88","59"
"USC00101017","BOISE 7 N, ID US","2003-08-13",,"90","60"
"USC00101017","BOISE 7 N, ID US","2003-08-14",,"95","61"
"USC00101017","BOISE 7 N, ID US","2003-08-15",,"93","69"
"USC00101017","BOISE 7 N, ID US","2003-08-16",,"87","60"
"USC00101017","BOISE 7 N, ID US","2003-08-17",,"83","53"
"USC00101017","BOISE 7 N, ID US","2003-08-18",,"88","61"
"USC00101017","BOISE 7 N, ID US","2003-08-19",,"98","69"
"USC00101017","BOISE 7 N, ID US","2003-08-20",,"89","59"
"USC00101017","BOISE 7 N, ID US","2003-08-21",,"83","61"
"USC00101017","BOISE 7 N, ID US","2003-08-22",,"83","61"
"USC00101017","BOISE 7 N, ID US","2003-08-23",,"80","56"
"USC00101017","BOISE 7 N, ID US","2003-08-24",,"87","59"
"USC00101017","BOISE 7 N, ID US","2003-08-25",,"93","60"
"USC00101017","BOISE 7 N, ID US","2003-08-26",,"82","66"
"USC00101017","BOISE 7 N, ID US","2003-08-27",,"84","60"
"USC00101017","BOISE 7 N, ID US","2003-08-28",,"85","56"
"USC00101017","BOISE 7 N, ID US","2003-08-29",,"80","59"
"USC00101017","BOISE 7 N, ID US","2003-08-30",,"84","56"
"USC00101017","BOISE 7 N, ID US","2003-08-31",,"85","57"
"USC00101017","BOISE 7 N, ID US","2003-09-01",,"86","61"
"USC00101017","BOISE 7 N, ID US","2003-09-02",,"88","62"
"USC00101017","BOISE 7 N, ID US","2003-09-03",,"91","64"
"USC00101017","BOISE 7 N, ID US","2003-09-04",,"88","64"
"USC00101017","BOISE 7 N, ID US","2003-09-05",,"87","65"
"USC00101017","BOISE 7 N, ID US","2003-09-06",,"89","63"
"USC00101017","BOISE 7 N, ID US","2003-09-07",,"81","59"
"USC00101017","BOISE 7 N, ID US","2003-09-08",,"77","48"
"USC00101017","BOISE 7 N, ID US","2003-09-09",,"64","46"
"USC00101017","BOISE 7 N, ID US","2003-09-10",,"60","42"
"USC00101017","BOISE 7 N, ID US","2003-09-11",,"73","48"
"USC00101017","BOISE 7 N, ID US","2003-09-12",,"73","48"
"USC00101017","BOISE 7 N, ID US","2003-09-13",,"67","40"
"USC00101017","BOISE 7 N, ID US","2003-09-14",,"76","45"
"USC00101017","BOISE 7 N, ID US","2003-09-15",,"76","45"
"USC00101017","BOISE 7 N, ID US","2003-09-16",,"71","52"
"USC00101017","BOISE 7 N, ID US","2003-09-17",,"59","37"
"USC00101017","BOISE 7 N, ID US","2003-09-18",,"66","40"
"USC00101017","BOISE 7 N, ID US","2003-09-19",,"95","47"
"USC00101017","BOISE 7 N, ID US","2003-09-20",,"71","45"
"USC00101017","BOISE 7 N, ID US","2003-09-21",,"75","47"
"USC00101017","BOISE 7 N, ID US","2003-09-22",,"79","48"
"USC00101017","BOISE 7 N, ID US","2003-09-23",,"80","52"
"USC00101017","BOISE 7 N, ID US","2003-09-24",,"82","51"
"USC00101017","BOISE 7 N, ID US","2003-09-25",,"82","53"
"USC00101017","BOISE 7 N, ID US","2003-09-26",,"84","57"
"USC00101017","BOISE 7 N, ID US","2003-09-27",,"82","53"
"USC00101017","BOISE 7 N, ID US","2003-09-28",,"83","57"
"USC00101017","BOISE 7 N, ID US","2003-09-29",,"83","57"
"USC00101017","BOISE 7 N, ID US","2003-09-30",,"83","55"
"USC00101017","BOISE 7 N, ID US","2003-10-01",,"79","58"
"USC00101017","BOISE 7 N, ID US","2003-10-02",,"77","62"
"USC00101017","BOISE 7 N, ID US","2003-10-03",,"76","53"
"USC00101017","BOISE 7 N, ID US","2003-10-04",,"80","56"
"USC00101017","BOISE 7 N, ID US","2003-10-05",,"79","56"
"USC00101017","BOISE 7 N, ID US","2003-10-06",,"81","56"
"USC00101017","BOISE 7 N, ID US","2003-10-07",,"75","57"
"USC00101017","BOISE 7 N, ID US","2003-10-08",,"78","51"
"USC00101017","BOISE 7 N, ID US","2003-10-09",,"73","47"
"USC00101017","BOISE 7 N, ID US","2003-10-10",,"54","35"
"USC00101017","BOISE 7 N, ID US","2003-10-11",,"59","36"
"USC00101017","BOISE 7 N, ID US","2003-10-12",,"57","39"
"USC00101017","BOISE 7 N, ID US","2003-10-13",,"56","35"
"USC00101017","BOISE 7 N, ID US","2003-10-14",,"58","39"
"USC00101017","BOISE 7 N, ID US","2003-10-15",,"58","36"
"USC00101017","BOISE 7 N, ID US","2003-10-16",,"67","43"
"USC00101017","BOISE 7 N, ID US","2003-10-17",,"77","48"
"USC00101017","BOISE 7 N, ID US","2003-10-18",,"83","58"
"USC00101017","BOISE 7 N, ID US","2003-10-19",,"76","59"
"USC00101017","BOISE 7 N, ID US","2003-10-20",,"81","58"
"USC00101017","BOISE 7 N, ID US","2003-10-21",,"81","54"
"USC00101017","BOISE 7 N, ID US","2003-10-22",,"79","54"
"USC00101017","BOISE 7 N, ID US","2003-10-23",,"66","44"
"USC00101017","BOISE 7 N, ID US","2003-10-24",,"57","34"
"USC00101017","BOISE 7 N, ID US","2003-10-25",,"57","33"
"USC00101017","BOISE 7 N, ID US","2003-10-26",,"67","40"
"USC00101017","BOISE 7 N, ID US","2003-10-27",,"71","50"
"USC00101017","BOISE 7 N, ID US","2003-10-28",,"69","49"
"USC00101017","BOISE 7 N, ID US","2003-10-29",,"60","35"
"USC00101017","BOISE 7 N, ID US","2003-10-30",,"38","27"
"USC00101017","BOISE 7 N, ID US","2003-10-31",,"40","17"
"USC00101017","BOISE 7 N, ID US","2003-11-01",,"39","15"
"USC00101017","BOISE 7 N, ID US","2003-11-02",,"42","15"
"USC00101017","BOISE 7 N, ID US","2003-11-03",,"37","28"
"USC00101017","BOISE 7 N, ID US","2003-11-04",,"36","18"
"USC00101017","BOISE 7 N, ID US","2003-11-05",,"34","19"
"USC00101017","BOISE 7 N, ID US","2003-11-06",,"44","19"
"USC00101017","BOISE 7 N, ID US","2003-11-07",,"44","21"
"USC00101017","BOISE 7 N, ID US","2003-11-08",,"54","29"
"USC00101017","BOISE 7 N, ID US","2003-11-09",,"51","36"
"USC00101017","BOISE 7 N, ID US","2003-11-10",,"49","38"
"USC00101017","BOISE 7 N, ID US","2003-11-11",,"53","39"
"USC00101017","BOISE 7 N, ID US","2003-11-12",,"49","30"
"USC00101017","BOISE 7 N, ID US","2003-11-13",,"44","28"
"USC00101017","BOISE 7 N, ID US","2003-11-14",,"47","26"
"USC00101017","BOISE 7 N, ID US","2003-11-15",,"46","31"
"USC00101017","BOISE 7 N, ID US","2003-11-16",,"43","33"
"USC00101017","BOISE 7 N, ID US","2003-11-17",,"42","35"
"USC00101017","BOISE 7 N, ID US","2003-11-18",,"55","39"
"USC00101017","BOISE 7 N, ID US","2003-11-19",,"59","51"
"USC00101017","BOISE 7 N, ID US","2003-11-20",,"51","26"
"USC00101017","BOISE 7 N, ID US","2003-11-21",,"35","23"
"USC00101017","BOISE 7 N, ID US","2003-11-22",,"27","16"
"USC00101017","BOISE 7 N, ID US","2003-11-23",,"35","18"
"USC00101017","BOISE 7 N, ID US","2003-11-24",,"36","28"
"USC00101017","BOISE 7 N, ID US","2003-11-25",,"33","22"
"USC00101017","BOISE 7 N, ID US","2003-11-26",,"35","27"
"USC00101017","BOISE 7 N, ID US","2003-11-27",,"38","20"
"USC00101017","BOISE 7 N, ID US","2003-11-28",,"47","26"
"USC00101017","BOISE 7 N, ID US","2003-11-29",,"49","37"
"USC00101017","BOISE 7 N, ID US","2003-11-30",,"45","40"
"USC00101017","BOISE 7 N, ID US","2003-12-01",,"50","34"
"USC00101017","BOISE 7 N, ID US","2003-12-02",,"52","40"
"USC00101017","BOISE 7 N, ID US","2003-12-03",,"52","41"
"USC00101017","BOISE 7 N, ID US","2003-12-04",,"49","31"
"USC00101017","BOISE 7 N, ID US","2003-12-05",,"57","42"
"USC00101017","BOISE 7 N, ID US","2003-12-06",,"54","44"
"USC00101017","BOISE 7 N, ID US","2003-12-07",,"46","31"
"USC00101017","BOISE 7 N, ID US","2003-12-08",,"36","31"
"USC00101017","BOISE 7 N, ID US","2003-12-09",,"41","31"
"USC00101017","BOISE 7 N, ID US","2003-12-10",,"41","31"
"USC00101017","BOISE 7 N, ID US","2003-12-11",,"35","30"
"USC00101017","BOISE 7 N, ID US","2003-12-12",,"38","29"
"USC00101017","BOISE 7 N, ID US","2003-12-13",,"47","34"
"USC00101017","BOISE 7 N, ID US","2003-12-14",,"49","29"
"USC00101017","BOISE 7 N, ID US","2003-12-15",,"38","27"
"USC00101017","BOISE 7 N, ID US","2003-12-16",,"40","26"
"USC00101017","BOISE 7 N, ID US","2003-12-17",,"42","27"
"USC00101017","BOISE 7 N, ID US","2003-12-18",,"41","26"
